TRP,x,y,version,entry_id,timestamp,reader_initials,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescode,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciescode2,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstree2,species3,speciescode3,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstree3,species4,speciescode4,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstree4,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed
41N8E3,580843.4481,617858.7511,2.1,15748,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,580928.2845,619473.7617,2.1,15772,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound. November 20th 1840,NA,NA,NA
41N8E3,581044.0384,621089.6385,2.1,15763,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581146.8428,622718.9401,2.1,15762,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581457.6849,614579.9203,2.1,15715,NA,Annie Pappas,James Thompson,433,NA,1839,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581506.6482,615381.0212,2.1,15764,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581553.9953,616218.9332,2.1,15741,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581601.6061,617027.2666,2.1,15742,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500240,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581649.2181,617835.6081,2.1,15740,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581690.4635,618645.0412,2.1,15771,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500340,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581731.7118,619454.4821,2.1,15769,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581791.5586,620260.1934,2.1,15780,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500440,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,581851.4036,621065.9118,2.1,15761,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound (in field),NA,NA,NA
41N8E3,582449.8736,617799.7313,2.1,15743,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,582540.8916,619421.9454,2.1,15779,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound. November 18th 1840,NA,NA,NA
41N8E3,583078.1886,614527.2243,2.1,15712,NA,Annie Pappas,James Thompson,433,NA,1839,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,600100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,583250.5315,617763.9504,2.1,15738,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,600300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,583300.302,618576.7255,2.1,15744,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,600340,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,583890.0338,614489.5248,2.1,15713,NA,Annie Pappas,James Thompson,433,NA,1839,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,640100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,"Annie entered the notes for the eastern bank of the river, not for the quarter section corner. Marlin initially had no tree here, which was correct. Notes say ""raised mound in which set quarter section corner post"" on page 229, Updated IS 7-1-2021",NA,NA,NA
41N8E3,583973.8646,616104.3298,2.1,15739,NA,Annie Pappas,James Thompson,436,NA,1840,Illinois,Kane,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,640200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,584730.6006,615247.6343,2.1,15725,NA,Annie Pappas,James Thompson,433,NA,1839,Illinois,Cook,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,700140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,584765.9679,616062.5363,2.1,15722,NA,Annie Pappas,James Thompson,433,NA,1839,Illinois,Cook,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,700200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,584816.2432,616894.9108,2.1,15723,NA,Annie Pappas,James Thompson,433,NA,1839,Illinois,Cook,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,700240,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N8E3,585146.3602,622537.3406,2.1,15724,NA,Annie Pappas,James Thompson,433,NA,1839,Illinois,Cook,3,3,41,N,8,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,700600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,585578.3945,614407.64,2.1,15832,NA,Annie Pappas,WM L.D. Ewing,446,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,585681.5012,616031.9637,2.1,15859,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound in field,NA,NA,NA
41N9E3,586095.7691,622483.901,2.1,15880,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,586373.6296,614384.8251,2.1,15831,NA,Annie Pappas,WM L.D. Ewing,446,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,marsh,NA,Post in mound,NA,NA,NA
41N9E3,586429.5898,615196.8201,2.1,15861,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,586485.5491,616008.8213,2.1,15883,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,586518.0406,616813.0875,2.1,15858,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200240,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,586550.5368,617617.3605,2.1,15852,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,586609.0117,618438.2226,2.1,15853,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200340,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,586900.5873,622439.47,2.1,15879,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,587177.0678,614352.5696,2.1,15836,NA,Annie Pappas,WM L.D. Ewing,446,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,587287.8686,615970.2877,2.1,15886,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,slough,NA,Post in mound,NA,NA,NA
41N9E3,587374.0759,617585.6494,2.1,15870,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,587714.6721,622449.7568,2.1,15881,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound in field,NA,NA,NA
41N9E3,587990.3116,614312.079,2.1,15835,NA,Annie Pappas,WM L.D. Ewing,446,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,588035.354,615126.204,2.1,15862,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,300140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound in field,NA,NA,NA
41N9E3,588090.1915,615931.8501,2.1,15860,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,588143.9043,616742.9428,2.1,15874,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,300240,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,588197.6165,617554.0417,2.1,15869,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,588276.3016,618366.4554,2.1,15888,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,300340,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,scattering timber,NA,Post in mound,NA,NA,NA
41N9E3,588905.8537,615901.2199,2.1,15863,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,589248.2655,620764.8797,2.1,15841,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,589331.5056,622422.5147,2.1,15878,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound in field,NA,NA,NA
41N9E3,590044.1181,620735.0882,2.1,15838,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,400500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,590088.4075,621536.9158,2.1,15877,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,400540,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,590134.2659,622384.985,2.1,15876,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,400600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,590404.536,614222.572,2.1,15837,NA,Annie Pappas,WM L.D. Ewing,446,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,590838.5826,620703.1747,2.1,15840,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,590932.7356,622337.4225,2.1,15882,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,591273.7181,614974.4573,2.1,15864,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
41N9E3,591633.049,620671.356,2.1,15839,NA,Annie Pappas,WM L.D. Ewing,447,NA,1840,Illinois,Cook,3,3,41,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,Post in mound,NA,NA,NA
