TRP,x,y,version,entry_id,timestamp,reader_initials,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescode,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciescode2,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstree2,species3,speciescode3,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstree3,species4,speciescode4,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstree4,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed
36N13E3,622567.4959,567877.8369,2.1,11238,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,622589.8759,568690.0812,2.1,11247,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200340,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,622612.6879,569501.441,2.1,11241,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,622639.4938,570316.9421,2.1,11243,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200440,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,622666.7221,571131.5593,2.1,11227,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,622685.6025,571935.68,2.1,11228,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200540,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,623333.1121,566228.155,2.1,11239,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,623438.8284,569474.6868,2.1,11245,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,623471.042,564383.3125,2.1,11291,NA,Jody Peters,John A. Clark,363,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,marsh,NA,post in mound,NA,NA,NA
36N13E3,623478.3414,571105.0919,2.1,11231,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,623515.9703,572723.9754,2.1,11230,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,240600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,624137.1115,566203.6317,2.1,11266,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,swamp,NA,post in mound,NA,NA,NA
36N13E3,624242.4062,569449.528,2.1,11242,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,624266.1852,570253.522,2.1,11244,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,300440,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,624269.334,564345.6113,2.1,11315,NA,Jody Peters,John A. Clark,363,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,wet prairie,NA,post in mound,NA,NA,NA
36N13E3,624290.3793,571077.833,2.1,11221,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,624304.5525,565140.8093,2.1,11323,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,300140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,wet prairie,NA,post in mound,NA,NA,NA
36N13E3,624308.7034,571887.078,2.1,11223,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,300540,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,624327.0345,572696.3302,2.1,11219,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,300600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625042.2251,569423.0509,2.1,11250,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625042.474,564309.0018,2.1,11290,NA,Jody Peters,John A. Clark,363,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,set a stone for the corner,NA,NA,NA
36N13E3,625094.2253,571043.748,2.1,11226,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625124.6974,565915.8434,2.1,11301,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625138.1651,572671.5103,2.1,11225,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound. John Walls July 28th 1821,NA,NA,NA
36N13E3,625802.7343,567784.8983,2.1,11234,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,400300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625842.4547,569395.78,2.1,11249,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,400400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625846.4173,564272.4847,2.1,11288,NA,Jody Peters,John A. Clark,363,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,400100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,set a stone for the corner,NA,NA,NA
36N13E3,625870.2623,570202.7661,2.1,11268,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,400440,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625888.8118,565073.2989,2.1,11302,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,400140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625931.2072,565874.1217,2.1,11295,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,400200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,marsh,NA,post in mound,NA,NA,NA
36N13E3,625949.7227,572645.9083,2.1,11220,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,400600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625974.0229,573455.7073,2.1,11233,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,400640,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,625975.1956,566669.3798,2.1,11297,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,400240,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,626605.9977,567757.6864,2.1,11283,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound. The survey went east and west between 22 and 27 and hit 40 chains before getting to the Indian boundary going both ways.,NA,NA,NA
36N13E3,626657.9115,564230.6349,2.1,11289,NA,Jody Peters,John A. Clark,363,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,set a stone for the corner,NA,NA,NA
36N13E3,626687.0655,569371.3851,2.1,11267,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,626721.4376,570995.5981,2.1,11261,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,626742.1612,565831.5449,2.1,11322,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,wet prairie,NA,post in mound,NA,NA,NA
36N13E3,626780.4967,572622.0383,2.1,11260,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,626824.372,567446.2595,2.1,11299,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound. The survey went east and west between 22 and 27 and hit 40 chains before getting to the Indian boundary going both ways.,NA,NA,NA
36N13E3,627469.4103,564188.883,2.1,11286,NA,Jody Peters,John A. Clark,363,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627476.4738,568541.2353,2.1,11246,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500340,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,Open Savanna; prairie,NA,Marlin had entered Yellow oak and White oak. But Jody switched to No tree to reflect the PLS notes. John Walls July 2nd 1821. The survey went north and south between 22 and 23 and hit 40 chains before getting to the Indian boundary going both ways.,NA,NA,NA
36N13E3,627491.0945,569346.1909,2.1,11263,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627507.9391,570165.3077,2.1,11264,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500440,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627511.2646,564988.9712,2.1,11304,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500140,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627525.6263,570982.6287,2.1,11258,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500500,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627553.1201,565789.0669,2.1,11296,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500200,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627553.7006,571791.7028,2.1,11259,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500540,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627582.1966,572599.8824,2.1,11257,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500600,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627590.7796,566598.6811,2.1,11298,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500240,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627603.2138,573408.7697,2.1,11265,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500640,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627628.8602,567407.4232,2.1,11306,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,500300,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,627669.5481,568202.3713,2.1,11312,NA,Jody Peters,John A. Clark,364,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500340,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound. The survey went north and south between 22 and 23 and hit 40 chains before getting to the Indian boundary going both ways.,NA,NA,NA
36N13E3,628277.1757,564144.4251,2.1,11287,NA,Jody Peters,John A. Clark,363,NA,1834,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540100,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound,NA,NA,NA
36N13E3,628302.2372,569326.0351,2.1,11282,NA,Jody Peters,John Walls,252,NA,1821,Illinois,Cook,3,3,36,N,13,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540400,,,No tree,no tree,No tree,0,,0,,0,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,yes,NA,NA,NA,NA,prairie,NA,post in mound. The survey went east and west between 14 and 23 and hit 40 chains before getting to the Indian boundary going both ways.,NA,NA,NA
